X,Y,Z,t
0.645,-0.305,10.036,5
0.668,-0.14,10.425,5
0.684,-0.316,11.011,5
0.665,-0.641,11.005,5
0.686,-0.902,9.962,5
1.029,-1.081,8.946,5
1.263,-1.443,8.577,5
1.356,-1.681,8.803,5
1.418,-1.708,8.788,4
1.375,-1.558,8.31,5
1.199,-1.414,8.165,5
0.785,-1.252,8.947,5
0.361,-1,9.915,5
0.047,-0.704,10.084,5
-0.061,-0.453,9.845,5
-0.028,-0.356,9.983,5
0.142,-0.604,10.593,5
0.512,-0.999,10.865,5
0.975,-1.333,10.339,5
1.385,-1.578,9.346,5
1.587,-1.743,9.094,5
1.73,-1.787,9.217,5
1.729,-1.784,9.226,5
1.611,-1.626,8.927,5
1.437,-1.419,9.012,5
1.211,-1.178,9.512,5
1.028,-0.834,10.497,4
0.858,-0.447,11.145,5
0.751,-0.245,10.992,5
0.605,-0.289,10.709,5
0.522,-0.669,10.705,5
0.555,-1.051,10.622,5
0.74,-1.415,10.161,5
0.936,-1.646,9.867,5
1.017,-1.782,9.832,5
1.066,-1.775,9.831,5
1.101,-1.686,9.273,5
1.101,-1.627,8.439,5
1.057,-1.588,8.125,5
0.92,-1.486,8.892,5
0.735,-1.108,9.65,5
0.689,-0.541,9.935,5
0.597,-0.044,9.837,5
0.544,0.022,9.663,5
0.519,-0.375,9.677,4
0.592,-0.974,9.769,5
0.757,-1.568,9.548,5
0.989,-1.93,9.19,5
1.326,-1.912,9.057,5
1.401,-1.766,9.475,5
1.278,-1.523,9.75,5
1.056,-1.267,9.576,5
0.752,-1.141,9.995,5
0.572,-1.205,10.264,5
0.519,-1.26,10.039,5
0.565,-1.01,9.438,5
0.586,-0.658,9.389,5
0.529,-0.479,9.899,5
0.421,-0.462,10.07,5
0.54,-0.524,9.233,5
0.805,-0.73,8.562,5
0.959,-1.003,8.527,5
1.246,-1.145,8.9,4
1.482,-1.252,9.359,5
1.435,-1.297,9.544,5
1.195,-1.308,9.627,5
0.89,-1.479,9.308,5
0.678,-1.716,8.904,5
0.556,-1.858,8.493,5
0.58,-1.845,8.459,5
0.689,-1.555,8.923,5
0.802,-1.177,9.439,5
0.837,-0.809,9.616,5
0.826,-0.571,10.017,5
0.791,-0.513,10.615,5
0.837,-0.691,10.511,5
0.872,-0.992,10.031,5
0.81,-1.097,9.489,5
0.642,-1.226,9.162,5
0.492,-1.261,9.505,4
0.354,-1.271,9.408,5
0.262,-1.238,9.262,5
0.232,-1.154,9.468,5
0.24,-0.972,9.895,5
0.315,-0.765,10.022,5
0.473,-0.472,9.691,5
0.593,-0.428,9.29,5
0.693,-0.599,9.875,5
0.713,-0.86,10.463,5
0.679,-1.01,10.543,5
0.706,-1.017,9.702,5
0.716,-1.007,8.889,5
0.839,-1.085,9.128,5
1.008,-1.206,9.946,5
1.102,-1.212,10.101,5
1.079,-1.129,9.8,5
0.99,-1.075,9.29,5
0.909,-0.997,9.515,4
0.865,-0.899,10.187,5
0.776,-0.745,10.236,5
0.779,-0.535,9.5,5
0.847,-0.546,9.151,5
0.86,-0.646,9.729,5
0.833,-0.809,10.751,5
0.804,-0.892,11.111,5
0.745,-0.837,10.578,5
0.715,-0.847,9.964,5
0.655,-0.877,10.212,5
0.645,-1.006,10.679,5
0.664,-1.113,10.452,5
0.662,-1.193,9.208,5
0.685,-1.21,8.554,5
0.732,-1.254,8.674,5
0.805,-1.113,9.424,5
0.828,-0.779,9.618,5
0.77,-0.336,9.138,4
0.674,-0.072,8.91,5
0.581,-0.026,9.068,5
0.505,-0.08,9.842,5
0.424,-0.274,10.397,5
0.337,-0.424,10.47,5
0.263,-0.529,9.704,5
0.32,-0.745,9.304,5
0.531,-1.025,9.131,5
0.639,-1.27,9.291,5
0.71,-1.177,9.408,5
0.712,-0.808,9.234,5
0.687,-0.359,9.343,5
0.639,-0.062,9.772,5
0.539,0.023,10.326,5
0.487,0.009,10.512,5
0.443,-0.074,10.244,5
0.426,-0.2,10.002,5
0.446,-0.399,9.897,4
0.581,-0.671,9.753,5
0.729,-0.869,9.334,5
0.953,-1.007,9.055,5
1.159,-1.06,9.286,5
1.268,-1.079,9.826,5
1.297,-0.982,10.12,5
1.232,-0.746,9.998,5
1.086,-0.571,9.648,5
0.9,-0.582,9.586,5
0.733,-0.695,9.729,5
0.598,-0.783,9.739,5
0.447,-0.778,9.431,5
0.315,-0.587,9.211,5
0.286,-0.323,9.158,5
0.314,-0.24,9.374,5
0.395,-0.287,9.897,5
0.467,-0.39,10.238,5
0.54,-0.476,9.975,4
0.678,-0.575,9.672,5
0.777,-0.638,9.931,5
0.726,-0.646,10.567,5
0.663,-0.611,10.606,5
0.545,-0.616,9.944,5
0.393,-0.724,8.961,5
0.289,-0.866,8.952,5
0.229,-0.868,9.699,5
0.302,-0.669,10.005,5
0.402,-0.38,9.239,5
0.543,-0.008,8.665,5
0.595,0.162,9.412,5
0.635,0.202,10.446,5
0.67,0.147,10.693,5
0.725,-0.005,9.938,5
0.774,-0.255,9.509,5
0.831,-0.499,9.837,4
0.867,-0.697,9.979,5
0.743,-0.836,9.678,5
0.506,-0.931,8.841,5
0.32,-0.92,8.78,5
0.246,-0.777,9.046,5
0.284,-0.548,9.629,5
0.381,-0.287,9.465,5
0.513,0.024,9.434,5
0.623,0.177,9.477,5
0.626,0.192,10.025,5
0.68,-0.026,10.194,5
0.671,-0.424,9.832,5
0.662,-0.715,9.544,5
0.681,-0.865,9.629,5
0.675,-0.895,9.929,5
0.688,-0.866,9.91,5
0.669,-0.904,9.387,5
0.629,-0.959,9.406,4
0.556,-1.046,9.404,5
0.471,-1.011,9.549,5
0.419,-0.779,9.414,5
0.402,-0.44,9.518,5
0.353,-0.146,9.903,5
0.232,0.15,10.443,5
0.083,0.3,10.55,5
0.047,0.114,10.364,5
0.182,-0.329,9.929,5
0.351,-0.702,9.664,5
0.55,-0.942,9.366,5
0.755,-0.945,9.107,5
0.902,-0.847,8.846,5
0.912,-0.727,9.071,5
0.812,-0.581,9.333,5
0.703,-0.382,9.433,5
0.623,-0.162,9.476,5
0.587,0.066,9.898,4
0.614,0.091,10.297,5
0.694,0.037,10.74,5
0.741,-0.124,10.795,5
0.755,-0.326,10.47,5
0.784,-0.607,10.115,5
0.871,-0.89,9.466,5
1,-1.041,9.265,5
1.125,-1.062,9.312,5
1.157,-0.933,9.568,5
1.199,-0.741,9.508,5
1.188,-0.595,9.68,5
0.963,-0.529,10.139,5
0.832,-0.541,10.543,5
0.681,-0.422,10.263,5
0.499,-0.174,10.012,5
0.34,-0.061,9.764,5
0.282,-0.161,9.913,5
0.339,-0.423,9.639,4
0.463,-0.692,9.632,5
0.569,-0.916,9.544,5
0.755,-1.056,9.368,5
0.937,-1.175,8.904,5
1.034,-1.155,8.703,5
1.081,-0.997,8.963,5
1.015,-0.732,9.484,5
0.805,-0.392,9.749,5
0.482,-0.059,9.703,5
0.269,0.025,9.325,5
0.234,-0.064,9.384,5
0.322,-0.257,9.683,5
0.443,-0.36,9.86,5
0.619,-0.356,9.703,5
0.768,-0.304,9.336,5
0.869,-0.285,9.516,5
0.91,-0.345,9.777,5
0.938,-0.403,9.863,4
0.909,-0.492,9.434,5
0.877,-0.595,9.477,5
0.866,-0.706,9.246,5
0.884,-0.682,9.651,5
0.822,-0.58,9.632,5
0.754,-0.384,10.181,5
0.677,-0.248,10.085,5
0.685,-0.132,9.97,5
0.786,-0.198,9.234,5
0.863,-0.338,9.431,5
0.994,-0.576,9.616,5
1.122,-0.72,9.672,5
1.155,-0.929,8.93,5
1.135,-1.08,8.899,5
1.065,-1.165,9.373,5
0.862,-1.12,10.177,5
0.725,-0.953,10.141,4
0.641,-0.778,9.614,5
0.663,-0.693,9.341,5
0.747,-0.724,9.786,5
0.763,-0.702,10.216,5
0.682,-0.649,9.656,5
0.52,-0.591,9.095,5
0.481,-0.746,9.229,5
0.526,-0.736,9.864,5
0.545,-0.675,10.071,5
0.493,-0.473,9.881,5
0.446,-0.393,9.43,5
0.444,-0.569,9.376,5
0.558,-0.882,9.665,5
0.636,-1.052,10.059,5
0.743,-0.888,9.725,5
0.8,-0.565,9.307,5
0.846,-0.35,8.842,5
0.83,-0.293,9.226,4
0.81,-0.43,9.287,5
0.759,-0.496,9.322,5
0.792,-0.432,9.109,5
0.778,-0.311,9.444,5
0.84,-0.23,9.669,5
0.906,-0.255,9.852,5
0.913,-0.368,9.545,5
0.86,-0.56,9.509,5
0.785,-0.747,9.462,5
0.805,-0.802,9.453,5
0.859,-0.879,8.995,5
0.989,-0.823,9.053,5
1.019,-0.816,9.495,5
1.02,-0.861,9.806,5
0.916,-0.804,9.75,5
0.858,-0.713,9.375,5
0.801,-0.661,9.213,5
0.782,-0.718,9.205,4
0.761,-0.763,9.678,5
0.761,-0.802,9.635,5
0.717,-0.77,9.505,5
0.712,-0.84,9.09,5
0.731,-0.915,9.46,5
0.816,-1.106,9.454,5
0.937,-1.222,9.312,5
1.023,-1.218,9.041,5
0.998,-1.141,9.062,5
0.862,-1.043,9.193,5
0.722,-0.839,9.049,5
0.545,-0.595,8.968,5
0.42,-0.495,9.178,5
0.374,-0.464,9.587,5
0.391,-0.423,9.608,5
0.415,-0.355,9.2,5
0.475,-0.42,9.183,5
0.586,-0.594,9.335,4
0.648,-0.69,9.453,5
0.697,-0.657,9.37,5
0.797,-0.521,9.343,5
0.87,-0.377,9.708,5
0.94,-0.408,9.982,5
0.995,-0.565,9.879,5
0.989,-0.744,9.643,5
0.921,-0.923,9.689,5
0.867,-0.951,9.936,5
0.819,-0.821,9.867,5
0.812,-0.588,9.638,5
0.865,-0.41,9.349,5
0.911,-0.473,9.493,5
0.994,-0.666,9.91,5
1.051,-0.866,9.956,5
1.071,-0.925,9.691,5
1.116,-0.968,9.472,5
1.147,-1.043,9.426,4
1.11,-1.179,9.835,5
1.014,-1.26,9.931,5
0.892,-1.23,9.412,5
0.818,-1.141,9.232,5
0.749,-1.019,9.581,5
0.795,-0.841,10.274,5
0.851,-0.765,10.118,5
0.916,-0.774,9.782,5
0.915,-0.882,9.634,5
0.848,-1.013,9.818,5
0.814,-1.091,9.835,5
0.809,-1.067,9.722,5
0.8,-0.928,9.511,5
0.766,-0.785,9.814,5
0.785,-0.732,10.099,5
0.803,-0.73,10.154,5
0.863,-0.811,9.878,5
0.894,-0.941,9.767,4
0.915,-1.026,9.762,5
0.872,-0.899,9.917,5
0.823,-0.587,9.794,5
0.756,-0.244,9.42,5
0.789,-0.192,8.975,5
0.831,-0.292,9.239,5
0.868,-0.504,9.851,5
0.89,-0.651,9.964,5
0.934,-0.619,9.6,5
0.972,-0.523,9.906,5
0.973,-0.522,10.838,5
1.041,-0.58,11.231,5
1.064,-0.759,10.536,5
1.022,-1.123,9.282,5
1.105,-1.468,8.664,5
1.284,-1.627,8.522,5
1.412,-1.552,8.397,4
1.381,-1.313,8.195,5
1.262,-0.852,8.451,5
0.991,-0.35,9.206,5
0.71,0.092,10.27,5
0.533,0.202,10.781,5
0.403,0.022,11.325,5
0.401,-0.428,10.933,5
0.51,-0.938,10.662,5
0.751,-1.42,10.028,5
1.005,-1.738,9.577,5
1.209,-1.917,8.831,5
1.402,-1.842,8.113,5
1.546,-1.539,7.94,5
1.659,-0.874,9.022,5
1.421,-0.401,9.895,5
0.881,0.168,9.465,5
0.622,0.494,9.086,5
0.522,0.426,10.144,4
0.43,0.139,11.214,5
0.376,-0.197,10.67,5
0.353,-0.47,9.298,5
0.415,-0.765,8.57,5
0.693,-1.146,8.848,5
1.061,-1.52,9.401,5
1.455,-1.631,9.447,5
1.652,-1.363,9.116,5
1.646,-0.951,9.189,5
1.562,-0.564,9.981,5
1.285,-0.278,10.817,5
0.963,-0.154,10.956,5
0.657,-0.137,10.592,5
0.378,0.027,10.678,5
0.094,0.13,10.572,5
-0.014,0.078,10.29,5
0.087,-0.28,9.86,5
0.388,-0.843,9.504,4
0.738,-1.337,9.57,5
1.029,-1.51,10.157,5
1.385,-1.314,10.318,5
1.784,-0.709,10.228,5
1.417,-0.816,9.894,5
1.396,-1.104,9.729,5
1.4,-1.387,10.079,5
1.306,-1.333,11.174,5
0.952,-0.903,11.892,5
0.757,-0.339,11.287,5
0.497,-0.566,9.794,5
0.411,-1.139,9.419,5
0.623,-1.746,9.348,5
1.2,-1.921,9,5
1.513,-1.928,7.85,5
1.588,-1.673,7.336,5
1.677,-1.154,7.976,5
1.603,-0.465,9.042,4
1.418,0.32,10.22,5
1.193,0.729,10.679,5
0.958,0.579,10.585,5
0.803,0.16,10.832,5
0.698,-0.315,11.294,5
0.733,-0.586,11.116,5
0.803,-0.75,9.737,5
0.78,-0.804,8.077,5
0.795,-0.976,7.502,5
0.829,-1.227,7.825,5
0.908,-1.154,7.977,5
1.017,-0.877,7.783,5
1.099,-0.356,8.33,5
1.042,0.266,9.634,5
0.898,0.745,11.322,5
0.67,0.835,11.517,5
0.537,0.42,10.258,5
0.42,-0.444,8.797,4
0.43,-1.257,8.516,5
0.551,-1.728,8.095,5
0.806,-1.832,6.992,5
0.947,-1.715,7.073,5
0.869,-1.51,8.927,5
0.781,-1.37,10.185,5
0.727,-1.14,10.041,5
0.806,-0.859,9.341,5
0.87,-0.887,9.535,5
0.809,-1.097,10.814,5
0.798,-1,11.592,5
0.858,-0.647,10.985,5
0.774,-0.395,9.38,5
0.592,-0.686,8.332,5
0.714,-1.378,8.371,5
0.916,-1.939,7.731,5
0.995,-1.903,7.734,4
1.085,-1.507,8.295,5
1.099,-0.96,9.724,5
1.088,-0.601,10.295,5
0.96,-0.47,10.298,5
0.813,-0.535,10.157,5
0.568,-0.81,10.279,5
0.331,-0.991,10.797,5
0.201,-0.837,10.978,5
0.369,-0.623,10.49,5
0.637,-0.538,9.318,5
0.843,-0.598,8.663,5
0.934,-0.751,8.847,5
0.909,-0.936,9.222,5
0.815,-1.057,8.77,5
0.768,-0.985,8.437,5
0.865,-0.781,8.727,5
0.961,-0.391,9.609,5
1.049,0.129,10.487,4
0.979,0.427,10.722,5
0.741,0.171,10.325,5
0.521,-0.331,10.015,5
0.606,-1.08,10.556,5
0.731,-1.408,10.417,5
0.782,-1.387,9.8,5
0.678,-1.282,9.194,5
0.456,-1.223,9.032,5
0.233,-1.445,8.859,5
0.231,-1.707,8.29,5
0.465,-1.841,7.966,5
0.924,-1.747,7.969,5
1.447,-1.217,8.578,5
1.143,-0.834,9.369,5
0.905,-0.11,9.856,5
0.806,0.409,9.303,5
0.756,0.528,9.601,5
0.735,0.163,9.914,4
0.779,-0.54,10.174,5
0.779,-1.009,9.612,5
0.674,-1.177,9.112,5
0.518,-1.299,8.717,5
0.444,-1.495,8.703,5
0.426,-1.733,8.722,5
0.518,-1.856,8.695,5
0.654,-1.622,9.227,5
0.744,-0.964,10.006,5
0.777,0.086,10.732,5
0.743,0.427,10.961,5
0.674,0.339,10.717,5
0.554,0.003,10.406,5
0.512,-0.472,10.121,5
0.54,-0.871,9.815,5
0.606,-1.213,8.99,5
0.699,-1.387,8.997,5
0.778,-1.289,9.559,4
0.974,-1.065,10.069,5
1.072,-0.97,9.667,5
1.038,-0.944,9.619,5
0.921,-1.173,9.481,5
0.816,-1.43,9.773,5
0.763,-1.426,9.665,5
0.635,-1.23,9.762,5
0.56,-1.149,9.574,5
0.483,-1.127,9.819,5
0.369,-1.138,9.752,5
0.338,-1.096,9.601,5
0.384,-1.078,9.342,5
0.527,-1.149,9.542,5
0.735,-1.343,9.783,5
0.883,-1.457,9.817,5
0.913,-1.42,9.731,5
0.761,-1.277,9.685,5
0.554,-1.197,9.546,4
0.468,-1.261,9.785,5
0.455,-1.327,9.911,5
0.516,-1.263,9.764,5
0.552,-1.095,9.371,5
0.569,-0.969,9.109,5
0.502,-0.998,9.41,5
0.513,-1.106,10.006,5
0.616,-1.139,10.098,5
0.745,-1.018,9.57,5
0.858,-0.989,8.909,5
0.884,-1.135,9.032,5
0.887,-1.321,9.636,5
0.922,-1.5,9.752,5
1.003,-1.572,9.257,5
1.025,-1.728,8.705,5
0.957,-1.788,8.974,5
0.901,-1.833,9.557,4
0.77,-1.792,9.777,5
0.579,-1.65,9.3,5
0.524,-1.549,9.177,5
0.585,-1.449,9.435,5
0.779,-1.327,9.641,5
0.955,-1.344,9.807,5
1.03,-1.43,9.737,5
1.015,-1.626,9.925,5
0.93,-1.865,10.037,5
0.838,-2.021,9.796,5
0.784,-2.095,9.145,5
0.741,-2.099,9.036,5
0.706,-2.115,9.272,5
0.633,-2.14,9.192,5
0.658,-2.128,8.523,5
0.638,-2.128,7.997,5
0.6,-2.085,8.752,5
0.596,-1.901,9.592,4
0.592,-1.613,9.976,5
0.603,-1.317,9.736,5
0.559,-1.281,9.76,5
0.563,-1.467,10.267,5
0.616,-1.854,10.392,5
0.703,-2.23,9.385,5
0.841,-2.41,8.498,5
1.002,-2.394,8.733,5
1.029,-2.247,9.222,5
1.022,-2.05,8.74,5
0.884,-1.648,8.47,5
0.702,-1.442,8.941,5
0.523,-1.352,9.69,5
0.483,-1.32,10.214,5
0.444,-1.329,10.282,5
0.514,-1.35,10.223,5
0.637,-1.458,10.385,5
0.798,-1.68,10.632,4
0.921,-1.996,10.36,5
1.12,-2.292,9.673,5
1.282,-2.566,9.101,5
1.326,-2.75,8.884,5
1.264,-2.757,9.262,5
1.124,-2.622,9.63,5
0.907,-2.313,9.81,5
0.706,-2.016,9.864,5
0.51,-1.803,9.985,5
0.372,-1.664,10.315,5
0.352,-1.694,10.324,5
0.46,-1.821,10.021,5
0.65,-1.99,9.6,5
0.825,-2.105,9.469,5
1.002,-2.238,9.484,5
1.12,-2.599,9.329,5
1.051,-2.766,9.361,5
0.923,-2.872,9.774,4
0.79,-2.828,9.854,5
0.663,-2.665,9.859,5
0.598,-2.482,10.011,5
0.473,-2.412,10.308,5
0.416,-2.355,10.521,5
0.353,-2.257,10.37,5
0.42,-2.143,9.705,5
0.49,-2.089,9.151,5
0.643,-2.105,9.101,5
0.861,-2.138,9.466,5
1.001,-2.108,9.404,5
1.101,-2.053,9.09,5
1.122,-1.954,9.098,5
1.074,-1.984,9.558,5
0.976,-2.107,10.195,5
0.88,-2.172,10.605,5
0.841,-2.141,10.302,5
0.843,-2.137,9.983,4
0.842,-2.248,9.79,5
0.909,-2.469,9.809,5
0.931,-2.709,9.67,5
0.866,-2.788,9.276,5
0.829,-2.662,9.02,5
0.789,-2.533,9.102,5
0.739,-2.51,9.172,5
0.746,-2.462,9.099,5
0.735,-2.415,8.987,5
0.722,-2.391,9.028,5
0.661,-2.31,9.436,5
0.681,-2.301,9.437,5
0.725,-2.265,9.258,5
0.811,-2.208,9.133,5
0.894,-2.2,9.611,5
0.936,-2.312,9.72,5
0.874,-2.492,9.495,4
0.786,-2.779,9.129,5
0.736,-3.07,8.926,5
0.634,-3.167,9.118,5
0.527,-3.027,8.958,5
0.38,-2.696,9.069,5
0.256,-2.316,9.187,5
0.117,-2.112,9.333,5
0.12,-2.063,9.529,5
0.244,-2.162,9.308,5
0.507,-2.293,9.279,5
0.663,-2.399,9.397,5
0.75,-2.433,9.026,5
0.804,-2.526,8.702,5
0.851,-2.585,8.491,5
0.843,-2.644,8.706,5
0.823,-2.643,9.324,5
0.804,-2.534,9.962,5
0.859,-2.482,9.936,4
0.874,-2.525,9.842,5
0.865,-2.651,9.712,5
0.88,-2.844,9.505,5
0.922,-2.977,9.128,5
0.935,-2.982,8.94,5
0.93,-2.864,9.039,5
0.953,-2.659,9.126,5
1.055,-2.408,9.015,5
1.113,-2.278,9.263,5
1.125,-2.309,9.71,5
1.043,-2.374,10.283,5
0.896,-2.434,10.189,5
0.804,-2.365,9.627,5
0.735,-2.247,9.332,5
0.715,-2.202,9.531,5
0.723,-2.312,9.888,5
0.726,-2.423,9.716,5
0.75,-2.431,9.247,4
0.798,-2.384,9.304,5
0.85,-2.311,9.726,5
0.861,-2.322,10.038,5
0.82,-2.333,10.054,5
0.704,-2.44,10.03,5
0.554,-2.571,10.054,5
0.46,-2.68,10.115,5
0.454,-2.744,9.842,5
0.464,-2.79,9.929,5
0.555,-2.84,9.974,5
0.629,-2.909,9.953,5
0.68,-3.005,9.644,5
0.625,-3.084,9.062,5
0.528,-3.088,9.233,5
0.388,-3.053,9.808,5
0.237,-2.851,10.189,5
0.191,-2.591,9.943,5
0.239,-2.395,9.33,4
0.359,-2.358,9.382,5
0.537,-2.614,9.755,5
0.786,-2.902,9.84,5
0.849,-3.025,9.726,5
0.817,-2.807,9.763,5
0.805,-2.454,10.131,5
0.793,-2.145,10.415,5
0.835,-2.054,10.102,5
0.818,-2.174,9.725,5
0.735,-2.445,9.884,5
0.687,-2.807,9.654,5
0.736,-2.977,8.882,5
0.847,-2.842,8.331,5
0.93,-2.473,8.283,5
0.983,-1.926,8.576,5
0.984,-1.46,8.94,5
0.959,-1.096,9.517,5
0.931,-1.016,9.648,4
1.086,-1.157,9.437,5
1.284,-1.472,9.982,5
1.362,-1.722,11.05,5
1.358,-1.978,11.689,5
1.269,-2.304,11.087,5
1.092,-2.686,9.828,5
0.964,-3.192,8.935,5
1.001,-3.605,9.054,5
1.145,-3.551,9.21,5
1.273,-2.993,8.791,5
1.374,-2.37,8.63,5
1.452,-2.065,9.012,5
1.438,-2.023,9.618,5
1.382,-1.939,10.07,5
1.133,-1.821,9.4,5
0.865,-1.745,9.032,5
0.649,-1.889,8.982,5
0.516,-2.214,9.53,4
0.609,-2.768,9.225,5
0.841,-3.119,8.66,5
0.955,-3.201,9.001,5
1.008,-3.084,9.933,5
1.021,-2.836,10.479,5
1.1,-2.474,10.045,5
1.24,-2.242,9.495,5
1.305,-2.081,9.901,5
1.311,-1.888,10.948,5
1.252,-1.773,10.978,5
1.122,-1.672,10.098,5
0.899,-1.697,8.987,5
0.724,-1.696,9.21,5
0.582,-1.73,10.172,5
0.491,-1.689,10.088,5
0.527,-1.772,9.276,5
0.6,-1.997,9.551,4
0.711,-2.338,10.045,5
0.894,-2.619,10.422,5
1.149,-2.796,9.929,5
1.285,-2.816,9.411,5
1.261,-2.622,9.442,5
1.261,-2.355,9.776,5
1.243,-2.096,9.988,5
1.136,-1.863,9.889,5
0.955,-1.763,10.021,5
0.759,-1.757,10.593,5
0.504,-1.7,10.966,5
0.236,-1.71,10.791,5
0.057,-1.929,10.237,5
-0.044,-2.371,9.54,5
0.136,-2.961,8.18,5
0.493,-3.348,7.574,5
0.939,-3.38,7.644,5
1.299,-3.03,8.64,4
1.587,-2.547,8.369,5
1.857,-2.101,7.941,5
1.96,-1.868,8.483,5
1.812,-1.721,9.751,5
1.42,-1.61,10.667,5
1.117,-1.446,10.511,5
0.775,-1.512,9.469,5
0.423,-1.769,9.044,5
0.265,-2.28,9.566,5
0.281,-2.539,11.178,5
0.383,-2.64,10.895,5
0.721,-2.812,9.604,5
1.119,-2.914,8.167,5
1.488,-2.89,8.053,5
1.762,-2.637,9.118,5
1.952,-2.114,10.188,5
2.004,-1.586,9.935,5
1.954,-1.198,9.058,4
1.722,-0.93,9.154,5
1.312,-0.894,10.205,5
0.886,-1.048,11.036,5
0.695,-1.312,10.307,5
0.503,-1.647,9.23,5
0.267,-2.127,9.085,5
0.128,-2.724,9.532,5
0.175,-3.231,8.882,5
0.59,-3.475,8.121,5
0.964,-3.362,8.128,5
1.278,-3.113,9.113,5
1.583,-2.756,10.051,5
1.62,-2.32,10.458,5
1.479,-1.93,10.675,5
1.283,-1.594,11.032,5
1.014,-1.364,11.295,5
0.889,-1.375,10.523,5
0.817,-1.445,10.204,4
0.724,-1.513,10.299,5
0.698,-1.647,10.756,5
0.65,-1.808,10.488,5
0.678,-1.888,9.925,5
0.7,-2.123,9.311,5
0.716,-2.454,9.443,5
0.806,-2.686,9.662,5
0.9,-2.58,9.165,5
1.09,-2.188,8.502,5
1.119,-2.067,8.952,5
1.131,-2.061,10.645,5
1.148,-1.789,11.364,5
1.185,-1.361,10.175,5
1.236,-0.87,8.951,5
1.318,-0.783,10.225,5
1.509,-1.256,10.824,5
1.642,-1.712,9.986,5
1.563,-2.107,8.417,4
1.301,-2.249,8.569,5
1.024,-2.3,9.687,5
0.828,-2.234,10.398,5
0.669,-2.233,9.825,5
0.511,-2.12,9.429,5
0.506,-1.992,9.789,5
0.583,-1.813,10.247,5
0.596,-1.68,10.353,5
0.552,-1.548,10.144,5
0.594,-1.448,10.305,5
0.531,-1.399,10.417,5
0.593,-1.321,10.14,5
0.702,-1.362,9.495,5
0.788,-1.472,8.807,5
0.861,-1.771,8.748,5
0.891,-2.134,8.73,5
0.889,-2.412,8.663,4
0.915,-2.506,8.343,5
0.85,-2.333,9.143,5
0.784,-2.053,9.868,5
0.614,-1.804,9.744,5
0.486,-1.631,9.348,5
0.444,-1.736,9.115,5
0.489,-1.866,9.735,5
0.667,-1.922,9.835,5
0.904,-1.782,9.716,5
1.1,-1.661,9.353,5
1.171,-1.521,9.25,5
1.137,-1.433,9.917,5
0.993,-1.447,10.225,5
0.844,-1.535,10.177,5
0.684,-1.715,9.606,5
0.515,-1.96,9.432,5
0.367,-2.191,8.953,5
0.313,-2.382,8.492,4
0.242,-2.371,8.826,5
0.141,-2.175,9.289,5
0.029,-1.83,10.117,5
0.06,-1.375,10.569,5
0.26,-1.001,10.568,5
0.599,-1.03,10.464,5
1.031,-1.378,10.271,5
1.432,-2.052,9.596,5
1.62,-2.707,9.193,5
1.468,-2.858,9.277,5
1.171,-2.541,9.56,5
0.847,-2.125,9.513,5
0.611,-1.802,9.323,5
0.439,-1.695,9.032,5
0.358,-1.804,9.041,5
0.337,-1.956,9.619,5
0.316,-2.011,9.974,5
0.309,-1.862,9.719,4
0.209,-1.577,9.818,5
0.193,-1.317,10.305,5
0.247,-1.313,10.306,5
0.446,-1.521,9.683,5
0.779,-1.897,8.818,5
1.075,-2.265,8.918,5
1.339,-2.341,9.932,5
1.441,-2.229,10.469,5
1.335,-1.943,10.485,5
1.02,-1.683,10.209,5
0.648,-1.659,9.776,5
0.356,-1.695,9.478,5
0.252,-1.736,9.418,5
0.374,-1.793,9.51,5
0.567,-1.594,9.901,5
0.646,-1.497,10.007,5
0.75,-1.546,10.166,5
0.802,-1.662,10.165,4
0.779,-1.886,9.969,5
0.791,-2.106,9.33,5
0.881,-2.297,8.382,5
0.976,-2.394,8.05,5
0.831,-2.354,8.369,5
0.63,-2.183,9.124,5
0.413,-1.959,9.164,5
0.186,-1.77,9.007,5
0.041,-1.598,9.05,5
0.066,-1.512,9.418,5
0.255,-1.453,10.003,5
0.453,-1.522,9.974,5
0.595,-1.769,9.783,5
0.626,-2.06,9.775,5
0.603,-2.39,9.883,5
0.637,-2.581,9.396,5
0.743,-2.574,8.77,5
0.798,-2.468,8.762,4
0.859,-2.296,9.146,5
0.923,-2.125,9.691,5
0.944,-1.885,9.656,5
0.862,-1.693,9.537,5
0.912,-1.557,9.68,5
0.828,-1.334,9.849,5
0.715,-1.119,9.704,5
0.545,-0.998,9.433,5
0.378,-0.979,9.284,5
0.301,-1.138,9.363,5
0.347,-1.458,9.689,5
0.469,-1.778,9.793,5
0.631,-2.073,9.814,5
0.745,-2.23,9.722,5
0.72,-2.182,9.751,5
0.643,-2.037,9.509,5
0.596,-1.756,9.219,4
0.591,-1.537,8.868,5
0.676,-1.411,9.006,5
0.691,-1.264,9.634,5
0.711,-1.136,10.07,5
0.69,-1.022,9.871,5
0.621,-0.996,9.85,5
0.53,-1.159,9.848,5
0.41,-1.407,9.926,5
0.337,-1.554,9.615,5
0.313,-1.702,9.368,5
0.362,-1.733,9.299,5
0.497,-1.81,9.117,5
0.722,-1.867,8.944,5
0.864,-1.788,9.069,5
0.878,-1.528,9.358,5
0.8,-1.115,10.02,5
0.681,-0.728,10.041,5
0.618,-0.416,9.82,4
